time;TSrock;TSrasp;offset;device
875;23242942939060;23243660911525;717972465;192.168.1.179
1001334126;23243944272311;23244661416524;717144213;192.168.1.179
2001668714;23244944606899;23245661751028;717144129;192.168.1.179
3002000385;23245944938570;23246662051793;717113223;192.168.1.179
4002311641;23246945249826;23247662362671;717112845;192.168.1.179
5002622604;23247945560789;23248662670552;717109763;192.168.1.179
6002937067;23248945875252;23249662985619;717110367;192.168.1.179
7003250363;23249946188548;23250663291577;717103029;192.168.1.179
8003558118;23250946496303;23251663586797;717090494;192.168.1.179
9003852165;23251946790350;23252663878203;717087853;192.168.1.179
10004147378;23252947085563;23253664191572;717106009;192.168.1.179
11004474383;23253947412568;23254664516334;717103766;192.168.1.179
12004801388;23254947739573;23255664835042;717095469;192.168.1.179
13005116726;23255948054911;23256665146214;717091303;192.168.1.179
14005424772;23256948362957;23257665452888;717089931;192.168.1.179
15005739527;23257948677712;23258665768675;717090963;192.168.1.179
16006053990;23258948992175;23259666077113;717084938;192.168.1.179
17006361745;23259949299930;23260666382515;717082585;192.168.1.179
18006667167;23260949605352;23261666686716;717081364;192.168.1.179
19006975213;23261949913398;23262666995621;717082223;192.168.1.179
20007286760;23262950224945;23263667291010;717066065;192.168.1.179
21007581390;23263950519575;23264667594050;717074475;192.168.1.179
22007885353;23264950823538;23265667896516;717072978;192.168.1.179
23008191067;23265951129252;23266668202541;717073289;192.168.1.179
24008499696;23266951437881;23267668507252;717069371;192.168.1.179
25008802493;23267951740678;23268668808872;717068194;192.168.1.179
26009109956;23268952048141;23269669104661;717056520;192.168.1.179
27009406044;23269952344229;23270669399119;717054890;192.168.1.179
28009702424;23270952640609;23271669702780;717062171;192.168.1.179
29010009304;23271952947489;23272670036241;717088752;192.168.1.179
30010345642;23272953283827;23273670342943;717059116;192.168.1.179
31010653980;23273953592165;23274670653648;717061483;192.168.1.179
32010967860;23274953906045;23275670964707;717058662;192.168.1.179
33011277073;23275954215258;23276671268841;717053583;192.168.1.179
34011581037;23276954519222;23277671562922;717043700;192.168.1.179
35011885292;23277954823477;23278671866078;717042601;192.168.1.179
36012186047;23278955124232;23279672160237;717036005;192.168.1.179
37012479218;23279955417403;23280672461822;717044419;192.168.1.179
38012791056;23280955729241;23281672782317;717053076;192.168.1.179
39013116311;23281956054496;23282673098388;717043892;192.168.1.179
