time;TSrock;TSrasp;offset;device
1750;23242936837705;23243695121783;758284078;192.168.1.111
1000950586;23243937786541;23244695776836;757990295;192.168.1.111
2001344965;23244938180920;23245696162962;757982042;192.168.1.111
3001716887;23245938552842;23246696535361;757982519;192.168.1.111
4002089683;23246938925638;23247696882331;757956693;192.168.1.111
5002421938;23247939257893;23248697223241;757965348;192.168.1.111
6002764984;23248939600939;23249697566647;757965708;192.168.1.111
7003118531;23249939954486;23250697918863;757964377;192.168.1.111
8003468285;23250940304240;23251698272446;757968206;192.168.1.111
9003820665;23251940656620;23252698626931;757970311;192.168.1.111
10004171003;23252941006958;23253698979319;757972361;192.168.1.111
11004503550;23253941339505;23254699327723;757988218;192.168.1.111
12004877513;23254941713468;23255699692621;757979153;192.168.1.111
13005210934;23255942046889;23256700027793;757980904;192.168.1.111
14005565647;23256942401602;23257700393496;757991894;192.168.1.111
15005913068;23257942749023;23258700747048;757998025;192.168.1.111
16006270698;23258943106653;23259701100800;757994147;192.168.1.111
17006606745;23259943442700;23260701434529;757991829;192.168.1.111
18006932875;23260943768830;23261701764698;757995868;192.168.1.111
19007292546;23261944128501;23262702127659;757999158;192.168.1.111
20007621009;23262944456964;23263702457912;758000948;192.168.1.111
21007951222;23263944787177;23264702789403;758002226;192.168.1.111
22008308269;23264945144224;23265703150795;758006571;192.168.1.111
23008663857;23265945499812;23266703522056;758022244;192.168.1.111
24009036362;23266945872317;23267703884440;758012123;192.168.1.111
25009393991;23267946229946;23268704247987;758018041;192.168.1.111
26009756871;23268946592826;23269704612512;758019686;192.168.1.111
27010120917;23269946956872;23270704977903;758021031;192.168.1.111
28010481172;23270947317127;23271705340586;758023459;192.168.1.111
29010839677;23271947675632;23272705702579;758026947;192.168.1.111
30011198473;23272948034428;23273706065367;758030939;192.168.1.111
31011558436;23273948394391;23274706428463;758034072;192.168.1.111
32011918983;23274948754938;23275706789165;758034227;192.168.1.111
33012275154;23275949111109;23276707148570;758037461;192.168.1.111
34012631325;23276949467280;23277707515226;758047946;192.168.1.111
35013001205;23277949837160;23278707889732;758052572;192.168.1.111
36013357668;23278950193623;23279708243661;758050038;192.168.1.111
37013694298;23279950530253;23280708580381;758050128;192.168.1.111
38014059802;23280950895757;23281708968764;758073007;192.168.1.111
39014449807;23281951285762;23282709340457;758054695;192.168.1.111
40014812395;23282951648350;23283709706405;758058055;192.168.1.111
41015149025;23283951984980;23284710111737;758126757;192.168.1.111
42015550113;23284952386068;23285710453937;758067869;192.168.1.111
43015890534;23285952726489;23286710787559;758061070;192.168.1.111
44016221914;23286953057869;23287711122436;758064567;192.168.1.111
45016572835;23287953408790;23288711474902;758066112;192.168.1.111
46016902173;23288953738128;23289711810400;758072272;192.168.1.111
47017253678;23289954089633;23290712160969;758071336;192.168.1.111
48017581558;23290954417513;23291712493367;758075854;192.168.1.111
49017929271;23291954765226;23292712840262;758075036;192.168.1.111
50018258026;23292955093981;23293713176764;758082783;192.168.1.111
51018589989;23293955425944;23294713588038;758162094;192.168.1.111
52019029577;23294955865532;23295714002567;758137035;192.168.1.111
53019462456;23295956298411;23296714436591;758138180;192.168.1.111
54019893002;23296956728957;23297714821927;758092970;192.168.1.111
55020241007;23297957076962;23298715213261;758136299;192.168.1.111
56020670970;23298957506925;23299715610478;758103553;192.168.1.111
57021006433;23299957842388;23300715953896;758111508;192.168.1.111
58021352396;23300958188351;23301716291811;758103460;192.168.1.111
59021680859;23301958516814;23302716626000;758109186;192.168.1.111
60022021572;23302958857527;23303716966962;758109435;192.168.1.111
61022353244;23303959189199;23304717306068;758116869;192.168.1.111
62022690457;23304959526412;23305717644283;758117871;192.168.1.111
63023281127;23305960117082;23306718240617;758123535;192.168.1.111
64023619508;23306960455463;23307718575453;758119990;192.168.1.111
65023970137;23307960806092;23308718935156;758129064;192.168.1.111
66024302392;23308961138347;23309719275243;758136896;192.168.1.111
67024668772;23309961504727;23310719633159;758128432;192.168.1.111
68024995193;23310961831148;23311719962035;758130887;192.168.1.111
69025320156;23311962156111;23312720287889;758131778;192.168.1.111
70025666411;23312962502366;23313720636701;758134335;192.168.1.111
71026013832;23313962849787;23314720985102;758135315;192.168.1.111
72026337045;23314963173000;23315721313482;758140482;192.168.1.111
73026663175;23315963499130;23316721642357;758143227;192.168.1.111
74027014389;23316963850344;23317721995785;758145441;192.168.1.111
75027349560;23317964185515;23318722332098;758146583;192.168.1.111
76027670440;23318964506395;23319722661870;758155475;192.168.1.111
77028023694;23319964859649;23320723014802;758155153;192.168.1.111
78028373741;23320965209696;23321723365993;758156297;192.168.1.111
79028696079;23321965532034;23322723689829;758157795;192.168.1.111
80029017251;23322965853206;23323724014253;758161047;192.168.1.111
81029339005;23323966174960;23324724345081;758170121;192.168.1.111
82029675927;23324966511882;23325724680166;758168284;192.168.1.111
83030000598;23325966836553;23326725005742;758169189;192.168.1.111
84030323812;23326967159767;23327725331004;758171237;192.168.1.111
85030645858;23327967481813;23328725658336;758176523;192.168.1.111
86030973738;23328967809693;23329725988329;758178636;192.168.1.111
87031323784;23329968159739;23330726345023;758185284;192.168.1.111
88031655747;23330968491702;23331726674269;758182567;192.168.1.111
89031978377;23331968814332;23332726996900;758182568;192.168.1.111
90032300423;23332969136378;23333727324158;758187780;192.168.1.111
91032622470;23333969458425;23334727647467;758189042;192.168.1.111
92032943350;23334969779305;23335727976013;758196708;192.168.1.111
93033272688;23335970108643;23336728302462;758193819;192.168.1.111
94033594151;23336970430106;23337728631834;758201728;192.168.1.111
95033933114;23337970769069;23338728986572;758217503;192.168.1.111
