loss,dual,C,Accuracy
hinge,True,1.1578947368421053,0.4340171080796399
squared_hinge,False,1.1578947368421053,0.46222576019330874
hinge,False,0.5263157894736842,
squared_hinge,True,1.894736842105263,0.4340171080796399
hinge,True,1.263157894736842,0.4340171080796399
hinge,False,1.6842105263157894,
squared_hinge,True,2.0,0.4340171080796399
squared_hinge,False,1.789473684210526,0.4652799217990099
hinge,False,0.10526315789473684,
hinge,False,0.3157894736842105,
