,Sum,Mean,Median,Mode,Std,IQR,Kurtosis,Skew,Max,Min,Device
1,-133618.0,-2226.9666666666667,-2069.0,-14962.0,4940.972387543091,3037.75,3.06918010272503,0.3990191392522864,12839.0,-14962.0,Disp. 2
2,-129533.0,-2158.883333333333,-2069.0,-14962.0,4895.168098745104,2909.5,3.256156662756672,0.38869357087886935,12839.0,-14962.0,Disp. 2
3,-131380.0,-2189.6666666666665,-2186.0,-14962.0,4894.350896754847,2909.5,3.271145098114872,0.4081618608754988,12839.0,-14962.0,Disp. 2
4,-133228.0,-2220.4666666666667,-2186.0,-14962.0,4904.055486962708,3037.75,3.232689822015217,0.4230627222620356,12839.0,-14962.0,Disp. 2
5,-123767.0,-2062.7833333333333,-2186.0,-14962.0,5144.6717148866555,3037.75,2.6659684199622222,0.510643874833387,12839.0,-14962.0,Disp. 2
6,-137648.0,-2294.133333333333,-2294.0,-14962.0,5256.370970406396,2855.5,2.4614560145365227,0.5011452178629242,12839.0,-14962.0,Disp. 2
7,-125956.0,-2099.266666666667,-2186.0,-14962.0,5104.066161925288,3037.75,2.815752651888324,0.5512742254988572,12839.0,-14962.0,Disp. 2
8,-125609.0,-2093.483333333333,-2186.0,-14962.0,5104.339102928372,3037.75,2.8118108238790307,0.547678784024759,12839.0,-14962.0,Disp. 2
9,-124720.0,-2078.6666666666665,-2186.0,-14962.0,5107.589871337098,3222.25,2.790042534344668,0.538085598784415,12839.0,-14962.0,Disp. 2
10,-122197.0,-2036.6166666666666,-2089.0,-14962.0,5096.888309918642,3094.0,2.8202993448277067,0.5179900178213441,12839.0,-14962.0,Disp. 2
11,-114676.0,-1911.2666666666667,-2089.0,-14962.0,5482.943412990553,3094.0,3.947405579299645,0.9772704893662038,17807.0,-14962.0,Disp. 2
12,-123260.0,-2054.3333333333335,-2089.0,-23055.0,5911.465322564872,3094.0,4.8078818649395405,0.2207732947030891,17807.0,-23055.0,Disp. 2
