,Sum,Mean,Median,Mode,Std,IQR,Kurtosis,Skew,Max,Min,Device
1,38723.0,645.3833333333333,343.5,-511.0,2546.367949044463,2792.25,1.237821148508425,0.6920187401340381,8323.0,-4649.0,Disp. 4
2,33472.0,557.8666666666667,241.0,-511.0,2580.9494342045723,2850.75,1.176760090090267,0.715560904428675,8323.0,-4649.0,Disp. 4
3,34072.0,567.8666666666667,241.0,-4649.0,2577.898431068213,2850.75,1.1849440202473125,0.7072101435336601,8323.0,-4649.0,Disp. 4
4,34769.0,579.4833333333333,241.0,-4649.0,2583.1531349034617,2863.5,1.138222543154939,0.691863396013365,8323.0,-4649.0,Disp. 4
5,31768.0,529.4666666666667,150.0,-4649.0,2598.4660955489708,3050.5,1.1067858045379873,0.7268654930667284,8323.0,-4649.0,Disp. 4
6,36293.0,604.8833333333333,241.0,-4649.0,2542.592525134544,2863.5,1.2657410785126806,0.7572300378424384,8323.0,-4649.0,Disp. 4
7,36705.0,611.75,241.0,-4649.0,2543.020062472098,2863.5,1.2540739552806675,0.7485202285512315,8323.0,-4649.0,Disp. 4
8,30181.0,503.01666666666665,241.0,-4649.0,2339.00935492558,2845.75,0.8728715548217427,0.48035352695039135,7932.0,-4649.0,Disp. 4
9,29428.0,490.46666666666664,241.0,-4649.0,2346.1423040247287,2994.25,0.8396239573631221,0.48713398797410884,7932.0,-4649.0,Disp. 4
10,34971.0,582.85,343.5,-4649.0,2308.3503084692693,2863.5,0.9068866395820652,0.4666503206095492,7932.0,-4649.0,Disp. 4
11,32453.0,540.8833333333333,241.0,-4649.0,2315.399691612855,2984.5,0.899715508447295,0.5112880518579735,7932.0,-4649.0,Disp. 4
12,39756.0,662.6,241.0,-4649.0,2561.9639130021765,3000.0,1.7023815853112354,0.8840585857633566,9111.0,-4649.0,Disp. 4
13,32858.0,547.6333333333333,241.0,-7223.0,2754.565332019116,3197.0,1.8040949112358668,0.4303383856347746,9111.0,-7223.0,Disp. 4
14,38444.0,640.7333333333333,343.5,-7223.0,2826.6881973383183,3260.25,1.4328912223266905,0.391200835077741,9111.0,-7223.0,Disp. 4
15,32460.0,541.0,241.0,-7223.0,2902.0335126380905,3381.25,1.2095339680005464,0.36870397447794934,9111.0,-7223.0,Disp. 4
16,33717.0,561.95,343.5,-7223.0,2896.963678885129,3381.25,1.2282372905465793,0.349813244081092,9111.0,-7223.0,Disp. 4
17,33164.0,552.7333333333333,241.0,-7223.0,2898.4963481477753,3381.25,1.223868506920105,0.35882313424300366,9111.0,-7223.0,Disp. 4
