time;TSrock;TSrasp;offset;device
0;2344242884045855;24033772650584;-2320209111395271;192.168.1.154
1001211402;2344243885257257;24034773040350;-2320209112216907;192.168.1.154
2001466141;2344244885511996;24035773287600;-2320209112224396;192.168.1.154
3001714755;2344245885760610;24036773535091;-2320209112225519;192.168.1.154
4001965993;2344246886011848;24037773756104;-2320209112255744;192.168.1.154
5002190398;2344247886236253;24038773977710;-2320209112258543;192.168.1.154
6002414804;2344248886460659;24039774268854;-2320209112191805;192.168.1.154
7002735459;2344249886781314;24040774564129;-2320209112217185;192.168.1.154
8003034531;2344250887080386;24041774863868;-2320209112216518;192.168.1.154
9003333602;2344251887379457;24042775107849;-2320209112271608;192.168.1.154
10003552757;2344252887598612;24043775366147;-2320209112232465;192.168.1.154
11003835496;2344253887881351;24044775613612;-2320209112267739;192.168.1.154
12004067485;2344254888113340;24045775847894;-2320209112265446;192.168.1.154
13004302681;2344255888348536;24046776071066;-2320209112277470;192.168.1.154
14004523295;2344256888569150;24047776289647;-2320209112279503;192.168.1.154
15004743325;2344257888789180;24048776508248;-2320209112280932;192.168.1.154
16004966856;2344258889012711;24049776727183;-2320209112285528;192.168.1.154
17005186303;2344259889232158;24050776956916;-2320209112275242;192.168.1.154
18005426750;2344260889472605;24051777182892;-2320209112289713;192.168.1.154
19005648822;2344261889694677;24052777417587;-2320209112277090;192.168.1.154
20005887227;2344262889933082;24053777641030;-2320209112292052;192.168.1.154
21006108716;2344263890154571;24054777860730;-2320209112293841;192.168.1.154
22006332537;2344264890378392;24055778081766;-2320209112296626;192.168.1.154
23006553151;2344265890599006;24056778300489;-2320209112298517;192.168.1.154
24006776390;2344266890822245;24057778523302;-2320209112298943;192.168.1.154
25006999337;2344267891045192;24058778742843;-2320209112302349;192.168.1.154
26007222575;2344268891268430;24059778963124;-2320209112305306;192.168.1.154
27007443189;2344269891489044;24060779182313;-2320209112306731;192.168.1.154
28007666719;2344270891712574;24061779404800;-2320209112307774;192.168.1.154
29007891124;2344271891936979;24062779625493;-2320209112311486;192.168.1.154
30008118446;2344272892164301;24063779850853;-2320209112313448;192.168.1.154
31008338185;2344273892384040;24064780064269;-2320209112319771;192.168.1.154
32008557340;2344274892603195;24065780284151;-2320209112319044;192.168.1.154
33008776496;2344275892822351;24066780501570;-2320209112320781;192.168.1.154
34008996818;2344276893042673;24067780719787;-2320209112322886;192.168.1.154
35009214806;2344277893260661;24068780936246;-2320209112324415;192.168.1.154
36009436295;2344278893482150;24069781158336;-2320209112323814;192.168.1.154
37009662742;2344279893708597;24070781383686;-2320209112324911;192.168.1.154
38009887730;2344280893933585;24071781603667;-2320209112329918;192.168.1.154
39010107469;2344281894153324;24072781824872;-2320209112328452;192.168.1.154
40010337124;2344282894382979;24073782048263;-2320209112334716;192.168.1.154
41010557155;2344283894603010;24074782267508;-2320209112335502;192.168.1.154
42010779226;2344284894825081;24075782489956;-2320209112335125;192.168.1.154
43011006257;2344285895052112;24076782708517;-2320209112343595;192.168.1.154
44011225704;2344286895271559;24077782924024;-2320209112347535;192.168.1.154
45011441651;2344287895487506;24078783152810;-2320209112334696;192.168.1.154
46011675098;2344288895720953;24079783376357;-2320209112344596;192.168.1.154
47011900086;2344289895945941;24080783601107;-2320209112344834;192.168.1.154
48012136742;2344290896182597;24081783834193;-2320209112348404;192.168.1.154
49012360855;2344291896406710;24082784056632;-2320209112350078;192.168.1.154
50012589635;2344292896635490;24083784283091;-2320209112352399;192.168.1.154
51012812874;2344293896858729;24084784502531;-2320209112356198;192.168.1.154
52013035529;2344294897081384;24085784722010;-2320209112359374;192.168.1.154
53013257602;2344295897303457;24086784941121;-2320209112362336;192.168.1.154
54013477923;2344296897523778;24087785162528;-2320209112361250;192.168.1.154
55013771745;2344297897817600;24088785453621;-2320209112363979;192.168.1.154
56013997317;2344298898043172;24089785676383;-2320209112366789;192.168.1.154
57014219389;2344299898265244;24090785894201;-2320209112371043;192.168.1.154
58014440295;2344300898486150;24091786113799;-2320209112372351;192.168.1.154
59014661200;2344301898707055;24092786332342;-2320209112374713;192.168.1.154
60014883272;2344302898929127;24093786552980;-2320209112376147;192.168.1.154
61015103885;2344303899149740;24094786770395;-2320209112379345;192.168.1.154
62015324791;2344304899370646;24095786989034;-2320209112381612;192.168.1.154
63015544237;2344305899590092;24096787212452;-2320209112377640;192.168.1.154
64015773018;2344306899818873;24097787430298;-2320209112388575;192.168.1.154
65015988965;2344307900034820;24098787648644;-2320209112386176;192.168.1.154
66016210745;2344308900256600;24099787866307;-2320209112390293;192.168.1.154
67016429025;2344309900474880;24100788084267;-2320209112390613;192.168.1.154
68016651389;2344310900697244;24101788303227;-2320209112394017;192.168.1.154
69016871711;2344311900917566;24102788520579;-2320209112396987;192.168.1.154
70017099617;2344312901145472;24103788743838;-2320209112401634;192.168.1.154
71017317897;2344313901363752;24104788972246;-2320209112391506;192.168.1.154
72017545802;2344314901591657;24105789188563;-2320209112403094;192.168.1.154
73017764082;2344315901809937;24106789406511;-2320209112403426;192.168.1.154
74017986738;2344316902032593;24107789627481;-2320209112405112;192.168.1.154
75018207060;2344317902252915;24108789847263;-2320209112405652;192.168.1.154
76018430881;2344318902476736;24109790069011;-2320209112407725;192.168.1.154
77018651787;2344319902697642;24110790307724;-2320209112389918;192.168.1.154
78018903608;2344320902949463;24111790536490;-2320209112412973;192.168.1.154
79019124514;2344321903170369;24112790756282;-2320209112414087;192.168.1.154
80019347461;2344322903393316;24113790978644;-2320209112414672;192.168.1.154
81019570116;2344323903615971;24114791197230;-2320209112418741;192.168.1.154
82019791021;2344324903836876;24115791414540;-2320209112422336;192.168.1.154
83020018051;2344325904063906;24116791641333;-2320209112422573;192.168.1.154
84020240415;2344326904286270;24117791860701;-2320209112425569;192.168.1.154
85020460737;2344327904506592;24118792080755;-2320209112425837;192.168.1.154
86020682809;2344328904728664;24119792298236;-2320209112430428;192.168.1.154
87020901381;2344329904947236;24120792516589;-2320209112430647;192.168.1.154
88021123161;2344330905169016;24121792735368;-2320209112433648;192.168.1.154
89021345525;2344331905391380;24122792961186;-2320209112430194;192.168.1.154
90021574889;2344332905620744;24123793182783;-2320209112437961;192.168.1.154
91021794919;2344333905840774;24124793400936;-2320209112439838;192.168.1.154
92022016116;2344334906061971;24125793618535;-2320209112443436;192.168.1.154
93022235563;2344335906281418;24126793838914;-2320209112442504;192.168.1.154
94022459385;2344336906505240;24127794057996;-2320209112447244;192.168.1.154
95022677665;2344337906723520;24128794270821;-2320209112452699;192.168.1.154
96022893904;2344338906939759;24129794484739;-2320209112455020;192.168.1.154
97023108393;2344339907154248;24130794695621;-2320209112458627;192.168.1.154
98023321423;2344340907367278;24131794912302;-2320209112454976;192.168.1.154
99023541745;2344341907587600;24132795132258;-2320209112455342;192.168.1.154
100023762359;2344342907808214;24133795350868;-2320209112457346;192.168.1.154
101023982972;2344343908028827;24134795568142;-2320209112460685;192.168.1.154
102024203877;2344344908249732;24135795787048;-2320209112462684;192.168.1.154
103024423033;2344345908468888;24136796004177;-2320209112464711;192.168.1.154
104024644230;2344346908690085;24137796225013;-2320209112465072;192.168.1.154
105024866302;2344347908912157;24138796444051;-2320209112468106;192.168.1.154
106025088665;2344348909134520;24139796668666;-2320209112465854;192.168.1.154
107025314820;2344349909360675;24140796889038;-2320209112471637;192.168.1.154
108025579476;2344350909625331;24141797153802;-2320209112471529;192.168.1.154
109025805048;2344351909850903;24142797374808;-2320209112476095;192.168.1.154
110026025953;2344352910071808;24143797593502;-2320209112478306;192.168.1.154
111026245400;2344353910291255;24144797811971;-2320209112479284;192.168.1.154
112026466888;2344354910512743;24145798031130;-2320209112481613;192.168.1.154
113026688669;2344355910734524;24146798249140;-2320209112485384;192.168.1.154
114026907824;2344356910953679;24147798467522;-2320209112486157;192.168.1.154
115027128729;2344357911174584;24148798688831;-2320209112485753;192.168.1.154
116027359843;2344358911405698;24149798927399;-2320209112478299;192.168.1.154
117027603499;2344359911649354;24150799157136;-2320209112492218;192.168.1.154
118027825570;2344360911871425;24151799376393;-2320209112495032;192.168.1.154
119028051725;2344361912097580;24152799602576;-2320209112495004;192.168.1.154
120028277297;2344362912323152;24153799830019;-2320209112493133;192.168.1.154
121028508994;2344363912554849;24154800050557;-2320209112504292;192.168.1.154
122028725816;2344364912771671;24155800265224;-2320209112506447;192.168.1.154
123028942930;2344365912988785;24156800480023;-2320209112508762;192.168.1.154
124029159169;2344366913205024;24157800706452;-2320209112498572;192.168.1.154
125029389116;2344367913434971;24158800928216;-2320209112506755;192.168.1.154
126029611187;2344368913657042;24159801146203;-2320209112510839;192.168.1.154
127029830051;2344369913875906;24160801376950;-2320209112498956;192.168.1.154
128030070206;2344370914116061;24161801605493;-2320209112510568;192.168.1.154
129030294904;2344371914340759;24162801825836;-2320209112514923;192.168.1.154
130030518434;2344372914564289;24163802047159;-2320209112517130;192.168.1.154
131030740214;2344373914786069;24164802266170;-2320209112519899;192.168.1.154
132030961994;2344374915007849;24165802487386;-2320209112520463;192.168.1.154
133031184066;2344375915229921;24166802705842;-2320209112524079;192.168.1.154
134031404388;2344376915450243;24167802922892;-2320209112527351;192.168.1.154
135031623543;2344377915669398;24168803143370;-2320209112526028;192.168.1.154
136031847949;2344378915893804;24169803364329;-2320209112529475;192.168.1.154
137032075562;2344379916121417;24170803604697;-2320209112516720;192.168.1.154
138032320676;2344380916366531;24171803838400;-2320209112528131;192.168.1.154
139032552664;2344381916598519;24172804078510;-2320209112520009;192.168.1.154
140032809445;2344382916855300;24173804321641;-2320209112533659;192.168.1.154
141033039975;2344383917085830;24174804548994;-2320209112536836;192.168.1.154
142033264964;2344384917310819;24175804768256;-2320209112542563;192.168.1.154
143033485577;2344385917531432;24176804987853;-2320209112543579;192.168.1.154
144033707358;2344386917753213;24177805206137;-2320209112547076;192.168.1.154
145033929138;2344387917974993;24178805425920;-2320209112549073;192.168.1.154
146034148293;2344388918194148;24179805643927;-2320209112550221;192.168.1.154
147034367449;2344389918413304;24180805857786;-2320209112555518;192.168.1.154
148034583687;2344390918629542;24181806071368;-2320209112558174;192.168.1.154
149034801967;2344391918847822;24182806288046;-2320209112559776;192.168.1.154
150035017915;2344392919063770;24183806514612;-2320209112549158;192.168.1.154
151035247861;2344393919293716;24184806733940;-2320209112559776;192.168.1.154
152035468475;2344394919514330;24185806952617;-2320209112561713;192.168.1.154
153035692005;2344395919737860;24186807174597;-2320209112563263;192.168.1.154
154035912911;2344396919958766;24187807394888;-2320209112563878;192.168.1.154
155036137608;2344397920183463;24188807616773;-2320209112566690;192.168.1.154
156036360554;2344398920406409;24189807836697;-2320209112569712;192.168.1.154
157036582335;2344399920628190;24190808056679;-2320209112571511;192.168.1.154
158036800907;2344400920846762;24191808274622;-2320209112572140;192.168.1.154
159037023562;2344401921069417;24192808494660;-2320209112574757;192.168.1.154
160037245342;2344402921291197;24193808714995;-2320209112576202;192.168.1.154
161037467706;2344403921513561;24194808934608;-2320209112578953;192.168.1.154
162037733236;2344404921779091;24195809198520;-2320209112580571;192.168.1.154
163037955016;2344405922000871;24196809418173;-2320209112582698;192.168.1.154
164038175630;2344406922221485;24197809636420;-2320209112585065;192.168.1.154
165038397702;2344407922443557;24198809852240;-2320209112591317;192.168.1.154
166038614816;2344408922660671;24199810073006;-2320209112587665;192.168.1.154
167038838638;2344409922884493;24200810296664;-2320209112587829;192.168.1.154
168039061876;2344410923107731;24201810515507;-2320209112592224;192.168.1.154
169039283365;2344411923329220;24202810734111;-2320209112595109;192.168.1.154
170039502229;2344412923548084;24203810950807;-2320209112597277;192.168.1.154
171039722842;2344413923768697;24204811175616;-2320209112593081;192.168.1.154
172039952497;2344414923998352;24205811409388;-2320209112588964;192.168.1.154
173040189736;2344415924235591;24206811632588;-2320209112603003;192.168.1.154
174040408891;2344416924454746;24207811847234;-2320209112607512;192.168.1.154
175040628338;2344417924674193;24208812066137;-2320209112608056;192.168.1.154
176040848952;2344418924894807;24209812295374;-2320209112599433;192.168.1.154
177041079482;2344419925125337;24210812513802;-2320209112611535;192.168.1.154
178041298054;2344420925343909;24211812731376;-2320209112612533;192.168.1.154
179041518084;2344421925563939;24212812950989;-2320209112612950;192.168.1.154
180041739573;2344422925785428;24213813172231;-2320209112613197;192.168.1.154
181041963687;2344423926009542;24214813391956;-2320209112617586;192.168.1.154
182042182259;2344424926228114;24215813607332;-2320209112620782;192.168.1.154
183042401122;2344425926446977;24216813825262;-2320209112621715;192.168.1.154
184042620569;2344426926666424;24217814044619;-2320209112621805;192.168.1.154
185042843808;2344427926889663;24218814261367;-2320209112628296;192.168.1.154
186043062963;2344428927108818;24219814480598;-2320209112628220;192.168.1.154
