time;TSrock;TSrasp;offset;device
292;2365937785602927;45717504545916;-2320220281057011;192.168.1.179
1001247990;2365938786850625;45718504923315;-2320220281927310;192.168.1.179
2001484482;2365939787087117;45719505144236;-2320220281942881;192.168.1.179
3001703767;2365940787306402;45720505361508;-2320220281944894;192.168.1.179
4001918093;2365941787520728;45721505580928;-2320220281939800;192.168.1.179
5002142627;2365942787745262;45722505863736;-2320220281881526;192.168.1.179
6002465161;2365943788067796;45723506167580;-2320220281900216;192.168.1.179
7002752986;2365944788355621;45724506447610;-2320220281908011;192.168.1.179
8003029729;2365945788632364;45725506741879;-2320220281890485;192.168.1.179
9003324263;2365946788926898;45726506997205;-2320220281929693;192.168.1.179
10003553464;2365947789156099;45727507235494;-2320220281920605;192.168.1.179
11003797831;2365948789400466;45728507475079;-2320220281925387;192.168.1.179
12004031699;2365949789634334;45729507690164;-2320220281944170;192.168.1.179
13004245733;2365950789848368;45730507919860;-2320220281928508;192.168.1.179
14004474351;2365951790076986;45731508144388;-2320220281932598;192.168.1.179
15004697427;2365952790300062;45732508371065;-2320220281928997;192.168.1.179
16004923419;2365953790526054;45733508599685;-2320220281926369;192.168.1.179
17005157287;2365954790759922;45734508827546;-2320220281932376;192.168.1.179
18005379488;2365955790982123;45735509044982;-2320220281937141;192.168.1.179
19005597022;2365956791199657;45736509265121;-2320220281934536;192.168.1.179
20005816014;2365957791418649;45737509487574;-2320220281931075;192.168.1.179
21006041715;2365958791644350;45738509721269;-2320220281923081;192.168.1.179
22006279083;2365959791881718;45739509950406;-2320220281931312;192.168.1.179
23006506242;2365960792108877;45740510179192;-2320220281929685;192.168.1.179
24006728151;2365961792330786;45741510399978;-2320220281930808;192.168.1.179
25006949477;2365962792552112;45742510621745;-2320220281930367;192.168.1.179
26007168761;2365963792771396;45743510840993;-2320220281930403;192.168.1.179
27007388337;2365964792990972;45744511060741;-2320220281930231;192.168.1.179
28007605288;2365965793207923;45745511277100;-2320220281930823;192.168.1.179
29007824572;2365966793427207;45746511495347;-2320220281931860;192.168.1.179
30008041523;2365967793644158;45747511711262;-2320220281932896;192.168.1.179
31008256724;2365968793859359;45748511931490;-2320220281927869;192.168.1.179
32008476592;2365969794079227;45749512152830;-2320220281926397;192.168.1.179
33008698793;2365970794301428;45750512375835;-2320220281925593;192.168.1.179
34008919535;2365971794522170;45751512598248;-2320220281923922;192.168.1.179
35009142611;2365972794745246;45752512825883;-2320220281919363;192.168.1.179
36009372687;2365973794975322;45753513050185;-2320220281925137;192.168.1.179
37009592263;2365974795194898;45754513269486;-2320220281925412;192.168.1.179
38009811839;2365975795414474;45755513489732;-2320220281924742;192.168.1.179
39010030832;2365976795633467;45756513705551;-2320220281927916;192.168.1.179
40010246616;2365977795849251;45757513930444;-2320220281918807;192.168.1.179
41010473775;2365978796076410;45758514158337;-2320220281918073;192.168.1.179
42010698892;2365979796301527;45759514380358;-2320220281921169;192.168.1.179
43010919635;2365980796522270;45760514600307;-2320220281921963;192.168.1.179
44011140669;2365981796743304;45761514821143;-2320220281922161;192.168.1.179
45011380079;2365982796982714;45762515062313;-2320220281920401;192.168.1.179
46011603738;2365983797206373;45763515280446;-2320220281925927;192.168.1.179
47011818355;2365984797420990;45764515500337;-2320220281920653;192.168.1.179
48012037056;2365985797639691;45765515720339;-2320220281919352;192.168.1.179
49012257215;2365986797859850;45766515941342;-2320220281918508;192.168.1.179
50012477667;2365987798080302;45767516161566;-2320220281918736;192.168.1.179
51012697242;2365988798299877;45768516382235;-2320220281917642;192.168.1.179
52012917110;2365989798519745;45769516599366;-2320220281920379;192.168.1.179
53013134352;2365990798736987;45770516819626;-2320220281917361;192.168.1.179
54013353636;2365991798956271;45771517038147;-2320220281918124;192.168.1.179
55013623962;2365992799226597;45772517307258;-2320220281919339;192.168.1.179
56013842080;2365993799444715;45773517523257;-2320220281921458;192.168.1.179
57014055239;2365994799657874;45774517741999;-2320220281915875;192.168.1.179
58014273065;2365995799875700;45775517962869;-2320220281912831;192.168.1.179
59014499933;2365996800102568;45776518187833;-2320220281914735;192.168.1.179
60014719217;2365997800321852;45777518407388;-2320220281914464;192.168.1.179
61014937334;2365998800539969;45778518629684;-2320220281910285;192.168.1.179
62015160994;2365999800763629;45779518851220;-2320220281912409;192.168.1.179
63015379403;2366000800982038;45780519070775;-2320220281911263;192.168.1.179
64015600146;2366001801202781;45781519290163;-2320220281912618;192.168.1.179
65015817680;2366002801420315;45782519509180;-2320220281911135;192.168.1.179
66016036964;2366003801639599;45783519722494;-2320220281917105;192.168.1.179
67016249540;2366004801852175;45784519943214;-2320220281908961;192.168.1.179
68016469407;2366005802072042;45785520161990;-2320220281910052;192.168.1.179
69016688400;2366006802291035;45786520380655;-2320220281910380;192.168.1.179
70016906518;2366007802509153;45787520595337;-2320220281913816;192.168.1.179
