time;TSrock;TSrasp;offset;device
875;93338183761224;78692772621170;-14645411140054;192.168.1.111
1001359356;93339185119705;78693773225308;-14645411894397;192.168.1.111
2001731422;93340185491771;78694773576711;-14645411915060;192.168.1.111
3002077822;93341185838171;78695773928357;-14645411909814;192.168.1.111
4002431513;93342186191862;78696774261671;-14645411930191;192.168.1.111
5002772663;93343186533012;78697774587280;-14645411945732;192.168.1.111
6003101562;93344186861911;78698774921687;-14645411940224;192.168.1.111
7003435712;93345187196061;78699775261464;-14645411934597;192.168.1.111
8003775404;93346187535753;78700775591981;-14645411943772;192.168.1.111
9004100803;93347187861152;78701775914908;-14645411946244;192.168.1.111
10004451286;93348188211635;78702776260002;-14645411951633;192.168.1.111
11004775228;93349188535577;78703776585485;-14645411950092;192.168.1.111
12005101502;93350188861851;78704776913248;-14645411948603;192.168.1.111
13005428944;93351189189293;78705777242156;-14645411947137;192.168.1.111
14005755510;93352189515859;78706777566139;-14645411949720;192.168.1.111
15006090535;93353189850884;78707777907827;-14645411943057;192.168.1.111
16006437518;93354190197867;78708778248627;-14645411949240;192.168.1.111
17006770793;93355190531142;78709778580500;-14645411950642;192.168.1.111
18007103193;93356190863542;78710778910710;-14645411952832;192.168.1.111
19007435301;93357191195650;78711779241346;-14645411954304;192.168.1.111
20007761575;93358191521924;78712779561387;-14645411960537;192.168.1.111
21008082017;93359191842366;78713779885598;-14645411956768;192.168.1.111
22008406542;93360192166891;78714780209233;-14645411957658;192.168.1.111
23008730483;93361192490832;78715780532185;-14645411958647;192.168.1.111
24009050924;93362192811273;78716780852064;-14645411959209;192.168.1.111
25009370491;93363193130840;78717781166683;-14645411964157;192.168.1.111
26009691807;93364193452156;78718781493005;-14645411959151;192.168.1.111
27010019540;93365193779889;78719781834236;-14645411945653;192.168.1.111
28010370315;93366194130664;78720782166005;-14645411964659;192.168.1.111
29010693673;93367194454022;78721782487496;-14645411966526;192.168.1.111
30011017323;93368194777672;78722782821839;-14645411955833;192.168.1.111
31011358764;93369195119113;78723783155220;-14645411963893;192.168.1.111
